Name,Symbol,Accession,Description,Entrez,Gene Symbol,Ensembl,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Chromosome,Modifications,Acetyl (K) Count,Acetyl (K) Positions,TAC-MI_126_Proteins,DKO_127N_Proteins,Sham_127C_Proteins,DKO_128N_Proteins,DFC_128C_Proteins,Sham_129N_Proteins,DKO_129C_Proteins,TAC-MI_130N_Proteins,Sham_130C_Proteins,DFC_131N_Proteins,TAC-MI_131C_Proteins,TAC-MI_126_Proteins_norm,DKO_127N_Proteins_norm,Sham_127C_Proteins_norm,DKO_128N_Proteins_norm,DFC_128C_Proteins_norm,Sham_129N_Proteins_norm,DKO_129C_Proteins_norm,TAC-MI_130N_Proteins_norm,Sham_130C_Proteins_norm,DFC_131N_Proteins_norm,TAC-MI_131C_Proteins_norm,TAC-MI_126_Proteins_norm_log2,DKO_127N_Proteins_norm_log2,Sham_127C_Proteins_norm_log2,DKO_128N_Proteins_norm_log2,DFC_128C_Proteins_norm_log2,Sham_129N_Proteins_norm_log2,DKO_129C_Proteins_norm_log2,TAC-MI_130N_Proteins_norm_log2,Sham_130C_Proteins_norm_log2,DFC_131N_Proteins_norm_log2,TAC-MI_131C_Proteins_norm_log2,A,DKOvsDFC_Log2FC,TACMIvsSham_Log2FC,DKOvsTACMI_Log2FC,DFCvsSham_Log2FC,DKOvsDFC_t,TACMIvsSham_t,DKOvsTACMI_t,DFCvsSham_t,DKOvsDFC_p_value,TACMIvsSham_p_value,DKOvsTACMI_p_value,DFCvsSham_p_value,F,F.p.value,DKOvsDFC_significant,TACMIvsSham_significant,DKOvsTACMI_significant,DFCvsSham_significant
Tripartite motif-containing protein 7,Trim7,Q5NCB7,Tripartite motif-containing protein 7 OS=Mus musculus GN=Trim7 PE=4 SV=2,94089,Trim7,ENSMUSG00000040350.16,False,False,False,3,2,4,0,1,11,,0,,23.8,33.3,22.9,29.8,36.2,23.0,37.3,36.8,21.4,36.5,25.1,24.331700080153457,29.532424189202878,25.21497203043365,36.35570340068033,31.599214124893265,27.18782149820446,36.86079072055247,34.93208896934496,23.783089465961098,30.242504879898103,25.0312683819148,-0.2627386546204029,0.016724004980076757,-0.2112951559652334,0.3166059276808513,0.11431289794184618,-0.1026152250239667,0.33651123836416375,0.2589771387725319,-0.29563964503064266,0.051001856884220764,-0.22184438398343964,4.86750387584734,0.140623012928667,0.127981375396176,0.298482356952135,0.285840719419645,0.8964516497247359,0.912162579356389,2.12737545417853,1.82219381554731,0.39234128758859393,0.384429480963581,0.0609409772967655,0.10026197045826199,3.43221023735043,0.0632199533462892,0,0,0,0
N-acetyltransferase 9,Nat9,Q3UG98,N-acetyltransferase 9 OS=Mus musculus GN=Nat9 PE=1 SV=2,66176,Nat9,ENSMUSG00000015542.17,False,False,False,6,1,2,1,1,11,,0,,12.8,25.2,22.5,26.1,21.9,18.6,19.4,15.6,14.9,31.4,12.4,13.085956345628752,22.348861548585962,24.774535837762322,31.84174022677036,19.116651639092883,21.986673037678393,19.17156407449646,14.80816815004841,16.559253880505626,26.016839814487682,12.366044937679023,-0.5681884429636779,0.20399353637339956,0.3526502221195287,0.7147113787532424,-0.021377954575518388,0.1804215101043578,-0.01723976473927813,-0.3898146234575641,-0.22857013600495968,0.4232379269731359,-0.6498236525826684,4.27813590088267,0.0995583972636478,-0.637442771740946,0.8364306231304259,0.0994294541258327,0.42540677718477704,-3.0452483404911,3.99587081373168,0.4248558112571839,0.680092802901498,0.0131977719098051,0.00285512178137605,0.680480561172917,6.31034170386629,0.01251848108637,0,-1,1,0
Methyltransferase-like protein 13,Mettl13,Q91YR5,Methyltransferase-like protein 13 OS=Mus musculus GN=Mettl13 PE=1 SV=1,71449,Mettl13,ENSMUSG00000026694.19,False,False,False,2,1,2,0,1,1,,0,,60.4,73.7,61.9,84.8,65.8,49.6,76.7,51.5,52.6,72.1,68.8,61.749356505935665,65.36155143376133,68.15750081588834,103.45515598582858,57.4372455640325,58.631128100475706,75.79685384092159,48.88593972612135,58.45750027614738,59.739304160017895,68.61160417034813,-0.07033994421517864,0.011678181391973297,0.07210838954017618,0.6741695961699774,-0.1747774810180296,-0.14509723119337803,0.2253739199999476,-0.40734446082581144,-0.14937590775139853,-0.11808361325424777,0.08168855115597484,6.01869214145925,0.45017111299010404,-0.05787703482680501,0.435739183815636,-0.0723089640012731,2.3566086450686203,-0.3387436188203499,2.5503011415362598,-0.37853146229109896,0.0416474451825388,0.742230712640542,0.0301308723250804,0.713425140911278,2.95671544908333,0.0876969115700788,0,0,0,0
CD5 antigen-like,Cd5l,Q9QWK4,CD5 antigen-like OS=Mus musculus GN=Cd5l PE=1 SV=3,11801,Cd5l,ENSMUSG00000015854.7,False,False,False,5,2,4,2,2,3,,0,,22.3,25.0,23.5,19.0,28.5,18.5,27.4,30.9,18.3,32.8,31.1,22.79818957090009,22.171489631533696,25.875626319440645,23.17981089305122,24.877834324846905,21.86846511812098,27.077363692845516,29.33156383567281,20.33787557135926,27.176826303031717,31.01483851304981,-0.12515767123958188,-0.16537123066063764,0.05751684927128231,-0.10120813768190207,0.0007839666792044397,-0.18522496868356964,0.12301034783791209,0.23837705738835346,-0.2899079463792873,0.12830005450338433,0.31888167896485076,4.63600502907888,-0.11239835075950301,0.28323904363506397,-0.191890028539416,0.203747365855151,-0.749336822119624,2.11117999124407,-1.4302914724342701,1.35834202738277,0.471949113852529,0.0625917391826631,0.18494920700390802,0.205988231690788,1.6738120269533798,0.23846169910427698,0,0,0,0
Breakpoint cluster region protein,Bcr,Q6PAJ1,Breakpoint cluster region protein OS=Mus musculus GN=Bcr PE=1 SV=3,110279,Bcr,ENSMUSG00000009681.10,False,False,False,1,1,2,0,1,10,,0,,14.8,19.3,17.0,14.0,24.7,22.7,17.4,16.8,21.4,24.6,17.3,15.130637024633243,17.11638999554401,18.718538188531532,17.079860658037738,21.56078974820065,26.833197739532228,17.195114169909196,15.947258007744441,23.783089465961098,20.38261972727379,17.252627211439282,-0.32084026734143833,-0.1429345398651467,-0.013845222966517134,-0.14601679087838537,0.19009702740127654,0.5057059962805308,-0.13631430108438813,-0.24500460954776226,0.3316231399273155,0.10902649341403947,-0.13149692533952884,4.24024109088938,-0.291316971016965,-0.506941905156687,0.0906920568002691,-0.124932877339453,-2.2694994479675,-4.4154756578049,0.7899299014037441,-0.973287258772053,0.0481506017938917,0.0015054117256160001,0.448993006569302,0.3547356272440229,8.31404415966336,0.005225832122991029,0,-1,0,0
DNA ligase,Lig3,K4DI59,DNA ligase OS=Mus musculus GN=Lig3 PE=1 SV=1,,,ENSMUSG00000020697.16,False,False,False,2,2,3,0,2,11,,0,,30.8,34.4,50.8,24.3,30.1,39.2,29.4,31.1,42.6,47.0,28.2,31.488082456669183,30.50796973299036,55.935396469258926,29.645758142165505,26.274484672908486,46.337504466504996,29.053813597432782,29.521412145288817,47.343907067754344,38.94240354397838,28.12277961633455,-0.13775512208880958,-0.1833748522444516,0.6912004978546236,-0.2247353340308944,-0.3988985572370227,0.4196193232915011,-0.2538334819100747,-0.23079929200924276,0.45061774393868337,0.1687809048264759,-0.3008218303907837,5.1144891207027,-0.105589063189867,-0.743604603191214,0.0024775254344708802,-0.635538014566876,-0.7156080310227678,-5.6344735586421395,0.0187728148689257,-4.30722741072645,0.49158714563471206,0.000270456824136602,0.985413923656715,0.0017715052086416801,14.475939165720801,0.000722369668623552,0,-1,0,-1
Ras-related protein Rab-28,Rab28,Q99KL7,Ras-related protein Rab-28 OS=Mus musculus GN=Rab28 PE=1 SV=1,100972,Rab28,ENSMUSG00000029128.12,False,False,False,3,1,2,0,1,5,,0,,8.2,9.0,8.0,10.7,11.2,8.1,12.4,7.7,8.2,8.7,5.6,8.383190783918417,7.98173626735213,8.808723853426603,13.053893502928842,9.776552436431064,9.574841484150266,12.253989408441038,7.309159920216202,9.11314643088229,7.208487464523657,5.58466545572601,-0.06542050725455839,-0.1362173597058054,0.0060130568808896,0.573488299675541,0.15640583897194915,0.12632863297198726,0.48225963455150556,-0.2632143705338752,0.055029279241998186,-0.2832233949787266,-0.6514491098209034,3.13291996979163,0.369918969510471,-0.3891516522347371,0.633204854043528,-0.125865767701681,1.59935736083577,-1.8811039530303701,3.0608225538274403,-0.544184966554493,0.142695200647903,0.0911752688278247,0.0128617518295041,0.5989552316134,3.2285717636383597,0.0725442767013317,0,0,1,0
Charged multivesicular body protein 6,Chmp6,P0C0A3,Charged multivesicular body protein 6 OS=Mus musculus GN=Chmp6 PE=1 SV=2,208092,Chmp6,ENSMUSG00000025371.12,False,False,False,7,2,3,1,2,11,,0,,10.7,17.8,12.2,11.0,16.6,15.7,17.7,13.1,9.0,17.5,17.9,10.939041632674034,15.786100617651991,13.433303876475568,13.419890517029652,14.4902473611389,18.55864337051348,17.491581655597287,12.435064279848344,10.002233887553734,14.49983110680046,17.850984224552782,-0.37587168955837313,0.15329681084403957,-0.07954386453046425,-0.0809851372878243,0.0297241841743916,0.3867332148921112,0.30130271016074994,-0.190944073778204,-0.5050357931332887,0.030678056917996077,0.33064558129887134,3.82728613387851,0.0943370073594618,-0.0127745797553569,0.203261521918225,0.0961499348034058,0.36251569994364796,-0.054884075539122994,0.87328279573963,0.36948236848321797,0.724966124404732,0.957377143365809,0.40421750340593204,0.7199367635761871,0.328125970225753,0.805251565052003,0,0,0,0
Synapse-associated protein 1,Syap1,Q9D5V6,Synapse-associated protein 1 OS=Mus musculus GN=Syap1 PE=1 SV=1,67043,Syap1,ENSMUSG00000031357.3,False,False,False,4,1,2,1,1,X,,0,,42.0,42.8,42.3,38.7,48.6,41.4,47.2,55.9,37.2,50.5,58.9,42.938294259094334,37.957590249185685,46.576127374993156,47.21361481900433,42.42325432237051,48.93807869676803,46.644217748259436,53.06260253767346,41.34256673522211,41.842369765338475,58.73871345397536,-0.09387671497331329,-0.2717531904011272,0.02344909434668363,0.043061348652011056,-0.11128630024666819,0.09481586681989462,0.025556652759678222,0.2115538408476203,-0.14851363503484727,-0.13117703395509128,0.3581700711851594,5.518069690558421,0.0535199374377369,0.168698623642578,-0.2263274620163,-0.11114877581146,0.379050493918536,1.3358202281073999,-1.79214741299927,-0.7872019360782709,0.713052382850299,0.21297770104593303,0.105213766199262,0.45051228128338,1.65712194439758,0.24188540447040804,0,0,0,0
Translation initiation factor eIF-2B subunit alpha,Eif2b1,Q99LC8,Translation initiation factor eIF-2B subunit alpha OS=Mus musculus GN=Eif2b1 PE=1 SV=1,209354,Eif2b1,ENSMUSG00000029388.14,False,False,False,4,1,2,1,1,5,,0,,13.4,12.4,16.7,6.1,15.2,19.8,9.2,14.4,14.2,15.0,21.0,13.699360549330098,10.997058857240713,18.388211044028033,7.441939286716443,13.268178306585016,23.40516807236732,9.091669561101414,13.669078292352378,15.781302355918113,12.428426662971823,20.942495458972537,-0.0031988822136064243,-0.320189706447342,0.4214736936688426,-0.8835569099614564,-0.049337130440806565,0.7695196893682357,-0.5946902805770939,-0.0063914705852008424,0.20090883332985987,-0.14366376113031043,0.6091259249888785,3.77923553059037,-0.502978519876406,-0.264122214725622,-0.799324156391989,-0.560467851241205,-2.17658278564086,-1.2778670981665399,-3.8672628929911803,-2.42536137967977,0.0561788069005327,0.231882462844013,0.00349065280773543,0.0371314512959964,9.6875274517205,0.00311313875282755,0,0,-1,0
Spindlin-1,Spin1,Q61142,Spindlin-1 OS=Mus musculus GN=Spin1 PE=1 SV=2,20729,Spin1,ENSMUSG00000021395.10,False,False,False,5,1,2,0,1,13,,0,,31.3,16.3,26.9,9.7,20.9,21.7,14.7,26.0,25.0,26.2,36.8,31.999252626420304,14.455811239759969,29.61933395714695,11.833903455926146,18.243745171554394,25.65111854395812,14.526906798716391,24.68028025008068,27.783983020982596,21.708318571324117,36.699230137628064,0.5365914632627504,-0.6097971736016286,0.42509245275292606,-0.8985207163357036,-0.27404482280199804,0.21757499073461606,-0.6027192027962309,0.16191203000245213,0.33280668748877584,-0.023198761087230402,0.7343030523812795,4.46337484158886,-0.555057238966572,0.152444138223388,-1.18128121279335,-0.47377983560338793,-3.3848849898324103,1.03937407970708,-8.05405237440598,-2.88923401306321,0.00755393779111158,0.324568914101264,1.59526484700692e-05,0.0171026564167731,26.1474963410548,6.811302228221751e-05,0,0,-1,0
CCR4-NOT transcription complex subunit 2,Cnot2,Q8C5L3,CCR4-NOT transcription complex subunit 2 OS=Mus musculus GN=Cnot2 PE=1 SV=2,72068,Cnot2,ENSMUSG00000020166.15,False,False,False,1,1,2,0,1,10,,0,,57.9,73.3,63.1,41.9,70.5,64.4,56.8,71.8,70.3,82.6,59.2,59.19350565718005,65.0068075996568,69.47880939390232,51.11758296941294,61.5399059614634,76.1259001949725,56.131177290278295,68.15554315214588,78.12856025500305,68.43920282409817,59.037891960532114,-0.11876832559883255,0.01638358038290466,0.11236580526064888,-0.3303876047416816,-0.06268498751492668,0.24418015648655267,-0.19540490804611466,0.08462377087884754,0.28164280198102265,0.09061572887656322,-0.12256601796498501,6.00613532150706,-0.18376834814911303,-0.264966445471065,-0.11756611990664,-0.19876421722859197,-1.6415049814546698,-2.64616779543171,-1.17410972463978,-1.775455109663,0.133597987573498,0.0256656837462037,0.269175096087893,0.10806139848408,5.1161792484859,0.0229933867020148,0,0,0,0
Isoform 2 of Urea transporter 1,Slc14a1,Q8VHL0-2,Isoform 2 of Urea transporter 1 OS=Mus musculus GN=Slc14a1,108052,Slc14a1,ENSMUSG00000059336.14,False,False,False,2,1,2,0,1,18,,0,,57.6,69.5,44.8,43.7,61.6,52.0,64.7,81.5,56.7,79.9,71.3,58.88680355532938,61.63674117566367,49.32885357918897,53.3135650540178,53.771038400370855,61.46811816985357,63.938154413397996,77.36318616852213,63.014073491588526,66.20208602476325,71.10475839165439,-0.058979107609882675,0.0068671143958356495,-0.3144917131284224,-0.20242081440456072,-0.19009413957030752,0.002914845936263788,0.059753628977584405,0.3347237407101096,0.03875060238658978,0.10995320492096905,0.21302263738582727,5.938851566971179,-0.0051962230190421,0.253864511763875,-0.20818911383906397,0.0508716209438527,-0.0339241343471556,1.8530109797423402,-1.51961655107364,0.33212117667631796,0.9736455508429879,0.0954083318156471,0.16142894215504,0.7470678594333531,1.34736643880825,0.31699885986711895,0,0,0,0
EH domain-binding protein 1,Ehbp1,Q69ZW3,EH domain-binding protein 1 OS=Mus musculus GN=Ehbp1 PE=1 SV=3,216565,Ehbp1,ENSMUSG00000042302.14,False,False,False,1,2,4,0,1,11,,0,,71.2,72.0,71.4,66.7,65.1,64.5,80.4,80.3,67.7,62.8,62.8,72.79063217255992,63.85389013881704,78.61786039183244,81.3733361350798,56.82621103675556,76.24410811452991,79.45328616440803,76.2240963108261,75.23902602082087,52.033679628975364,62.62803403921311,0.060733479525045375,-0.1282447992745155,0.17183778645391712,0.22153682489026938,-0.2964627894887295,0.1276065408292686,0.18708757577484914,0.12722782671982813,0.10846185863020175,-0.42357358150453805,-0.1562107225555911,6.12494740936034,0.45347805262683794,-0.12538520074137,0.0828763392337732,-0.49598691413443396,3.89335844736068,-1.20356459190831,0.7955247255575051,-4.25832039883681,0.0033505824768781897,0.25812668891305,0.445887720781231,0.00190772224673538,6.986820693685219,0.0091530512930652,0,0,0,-1
Uncharacterized protein C19orf43 homolog,1,Q9D735,Uncharacterized protein C19orf43 homolog OS=Mus musculus PE=1 SV=1,68544,2310036O22Rik; Trir,ENSMUSG00000041203.9,False,False,False,13,2,4,2,2,8,,0,,99.0,104.6,117.6,81.2,87.1,98.9,98.7,100.5,112.8,123.4,117.7,101.21169361072236,92.76551261833697,129.48824064537106,99.0631918166189,76.03015332260229,116.9076324422792,97.53780279138148,95.39877558204263,125.36133139067346,102.24452334738153,117.37770073909847,-0.03568234680731397,-0.161397869690183,0.31976275692824796,-0.06663731944207285,-0.4484147243884342,0.17231079094482915,-0.08902495128061627,-0.1210156750641298,0.2730340771210642,-0.021034761579680428,0.17810002325829277,6.696914519693269,0.129038029513101,-0.247901874535765,-0.112820713933239,-0.489760617982105,1.02266749167979,-2.19660286476218,-0.9996790217675949,-3.8815089210925198,0.332005994216459,0.0543460627905089,0.34244817259297805,0.0034134380163825103,5.914375738226861,0.0151869117066717,0,0,0,0
GPI transamidase component PIG-T,Pigt,Q8BXQ2,GPI transamidase component PIG-T OS=Mus musculus GN=Pigt PE=1 SV=2,78928,Pigt,ENSMUSG00000017721.15,False,False,False,1,1,2,1,1,2,,0,,57.9,65.4,45.3,66.2,67.3,40.7,61.2,51.3,43.3,60.2,51.9,59.19350565718005,58.00061687609215,49.879398820028136,80.76334111157846,58.74660526534023,48.11062325986616,60.47936708037028,48.69609141650535,48.12185859234185,49.87941900739359,51.75788163431785,0.10255913642780712,0.07318847977381537,-0.14443568764902537,0.5508208303928246,0.09162572183587425,-0.1965242753351779,0.13356327716849492,-0.17907378531050977,-0.19618740033814763,-0.1444351037565399,-0.0911011932094139,5.78480785948042,0.27892888673871,0.12317717374341301,0.308396143142415,0.152644430147118,1.94968799820577,0.96262440165106,2.41010281160018,1.06697092915151,0.0815682242469265,0.359791107249104,0.0380900235668726,0.312561931797788,4.04769265451348,0.0426249108330613,0,0,0,0
Serine/threonine-protein kinase TBK1,Tbk1,Q9WUN2,Serine/threonine-protein kinase TBK1 OS=Mus musculus GN=Tbk1 PE=1 SV=1,56480,Tbk1,ENSMUSG00000020115.3,False,False,False,1,1,2,1,1,10,,0,,49.7,42.4,54.4,21.8,40.1,49.3,24.9,41.3,57.1,95.3,53.4,50.81031487326163,37.602846415081146,59.8993222033009,26.595783024658765,35.00354934829337,58.276504341803474,24.606801312111436,39.20367593570508,63.45861721992425,78.96193739874765,53.2537741671016,0.16966510072157526,-0.26461443044034993,0.407083374275798,-0.764258790916748,-0.36795508559880297,0.3674580374972054,-0.8763991727353577,-0.2044673687773999,0.4903597810186886,0.8057010841144185,0.23742747084097804,5.4973843987597,-0.853963797288626,-0.35409199666884705,-0.702632532292537,-0.20276073167275802,-2.8062143143990803,-1.30092569953016,-2.5814554612488902,-0.6662929616275209,0.0196418632508741,0.22419977994031,0.0286005186330278,0.5212038591021649,5.5577465046570005,0.0181989508029724,0,0,0,0
AP-4 complex subunit sigma-1,Ap4s1,Q9WVL1,AP-4 complex subunit sigma-1 OS=Mus musculus GN=Ap4s1 PE=2 SV=1,11782,Ap4s1,ENSMUSG00000020955.9,False,False,False,7,1,2,1,1,12,,0,,41.9,51.5,49.3,30.7,53.5,52.5,50.8,42.8,45.9,61.6,42.4,42.83606022514411,45.673268640959414,54.283760746741436,37.45369444298276,46.7004960133091,62.05915776764062,50.20182757651651,40.62753825782512,51.011392826524045,51.03940549593762,42.283895593354075,-0.13986726566606666,-0.047343021457676215,0.20182761087866208,-0.3335850288482023,-0.0152551892899222,0.39495105514807083,0.08904682344401937,-0.2162351123204056,0.11212643054494631,0.11291846237467063,-0.1585847648080847,5.56062115728441,-0.146125378829658,-0.40786407978874495,0.0742686386442335,-0.18747006231485397,-1.18770033204725,-3.7063949323995,0.6749035268067071,-1.5237480103974899,0.26403106630605,0.00450176378383302,0.515956380639597,0.16040743993765302,5.30314264543713,0.0207970818117926,0,-1,0,0
RWD domain-containing protein 4,Rwdd4,Q9CPR1,RWD domain-containing protein 4 OS=Mus musculus GN=Rwdd4 PE=2 SV=1,192174,Rwdd4a,ENSMUSG00000031568.16,False,False,False,5,1,2,1,1,8,,0,,28.1,29.0,25.0,32.3,31.5,24.2,27.5,37.1,24.8,31.5,31.6,28.727763540013118,25.718927972579085,27.527262041958135,39.40567851818707,27.49655372746237,28.606316532893388,27.176186188074883,35.216861433768976,27.561711156814734,26.09969599224083,31.51346935731106,-0.028590844965637352,-0.18820601933446746,-0.09017540665830737,0.4273670146543971,-0.09178571801229829,-0.034702785951965076,-0.1086935207372699,0.2652298120781049,-0.08837106830313157,-0.16700352575409738,0.10493206298467328,4.87296462310555,0.172883780077418,0.18494009700351502,-0.070367851838161,-0.0583115349120646,1.0662505924363699,1.2752376411836002,-0.48521513099210906,-0.359632977819094,0.312870955940978,0.23277223148849,0.6386075921488741,0.727051283671277,0.984834432920577,0.44066329127665205,0,0,0,0
RNA polymerase II subunit A C-terminal domain phosphatase SSU72,Ssu72,Q9CY97,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Mus musculus GN=Ssu72 PE=1 SV=1,68991,Ssu72,ENSMUSG00000029038.9,False,False,False,6,1,2,0,1,4,,0,,11.1,11.6,9.5,4.7,9.6,13.0,8.3,12.8,10.3,11.3,14.6,11.347977768474932,10.287571189031635,10.460359575944091,5.73395322091267,8.379902088369484,15.367029542463392,8.202267104037146,12.150291815424337,11.44700100464483,9.36274808610544,14.560020652428527,0.13809092408868784,-0.003441891296684485,0.02058813993569908,-0.8467422654367445,-0.2993390127532751,0.5754940127270407,-0.330249674877221,0.23664665838244758,0.1506253714183572,-0.1393403588010429,0.49766809661273337,3.36627240018041,-0.174138258093056,0.0418993850009239,-0.6842798368981721,-0.468242193804192,-0.733744280781226,0.19738456468595103,-3.22358616305563,-1.97297271424802,0.480964497261004,0.8477196461298291,0.00983376822535176,0.0785293543592386,4.93295010063677,0.0254230040938936,0,0,-1,0
Testis-expressed protein 9,Tex9,Q9D845,Testis-expressed protein 9 OS=Mus musculus GN=Tex9 PE=2 SV=1,21778,Tex9,ENSMUSG00000090626.9,False,False,False,3,2,6,0,1,9,,0,,184.7,274.0,101.2,133.4,171.2,97.3,259.5,208.0,77.8,187.0,47.3,188.82626070606486,242.9995263616093,111.43035674584652,162.7466722701596,149.44158724258912,115.01630572936061,256.4443751201975,197.44224200064545,86.46375516129783,154.94105239838206,47.170477867114336,0.41559369688424397,0.7794877795868569,-0.3453234055377141,0.20116232223342756,0.07811596108993957,-0.2996273173570776,0.8571802051843216,0.47996495957412577,-0.7112983226154457,0.13025372172199212,-1.5855096007646639,7.14532191201718,0.508425260928905,0.22209936706798103,0.842593750436967,0.556267856576042,0.9642335408842779,0.470931175527872,1.78660421514963,1.0549674971823,0.359024817374712,0.648403408948655,0.10615164434602302,0.31774201814881897,1.91766407315504,0.19435421392759,0,0,0,0
Ubiquitin carboxyl-terminal hydrolase 16,Usp16,Q99LG0,Ubiquitin carboxyl-terminal hydrolase 16 OS=Mus musculus GN=Usp16 PE=1 SV=2,74112,Usp16,ENSMUSG00000025616.14,False,False,False,2,1,2,0,1,16,,0,,24.4,42.8,33.1,24.3,29.4,29.7,23.5,19.0,35.7,48.3,28.0,24.945104283854803,37.957590249185685,36.44609494355257,29.645758142165505,25.663450145631543,35.107752108550976,23.223286378900355,18.035589413520498,39.675527753963145,40.01953385476927,27.92332727863005,-0.2617054046675058,0.343926300007916,0.28530213844299457,-0.012636413477575381,-0.2207469686070409,0.2313275205303782,-0.3648899596281199,-0.7296155332555792,0.4077873082952639,0.42024225765056844,-0.09899124529129111,4.90239020014938,-0.110947668887689,-0.6715763834943379,0.352237370038866,-0.20839134456778302,-0.44201749695924697,-2.99138079518105,1.56895943629952,-0.8302348434834459,0.6684492766562989,0.0144309369064211,0.149595946951198,0.42694279718311207,3.0924045648602796,0.0797044441385397,0,-1,0,0
Myosin phosphatase Rho-interacting protein,Mprip,Q5SWZ5,Myosin phosphatase Rho-interacting protein OS=Mus musculus GN=Mprip PE=1 SV=1,26936,Mprip,ENSMUSG00000005417.17,False,False,False,1,2,4,0,1,11,,0,,41.6,49.9,42.2,56.0,46.4,27.0,50.8,43.6,37.7,40.2,43.4,42.52935812329344,44.25429330454125,46.466018326825335,68.31944263215095,40.502860093785834,31.91613828050089,50.20182757651651,41.386931496289144,41.898246395641756,33.30818345676449,43.28115728187658,-0.021402683637493425,0.035955659395836115,0.10631426079476913,0.662434440313417,-0.09183797786402703,-0.43557566276775095,0.2178781210308518,-0.06068647635779367,-0.04297190201336498,-0.37398508955446985,0.003877310660027611,5.431789859697571,0.53833427395595,0.0980071515503651,0.331493356691787,-0.108833765713798,2.75631309500296,0.561034142049625,1.89760734828778,-0.5572372931246279,0.0213487954655089,0.587867925937535,0.0887710461525575,0.5903567058640821,3.1790989798438196,0.0750529956179659,0,0,0,0
Ubiquitin conjugation factor E4 B,Ube4b,Q9ES00,Ubiquitin conjugation factor E4 B OS=Mus musculus GN=Ube4b PE=1 SV=3,63958,Ube4b,ENSMUSG00000028960.18,False,False,False,1,1,2,0,1,4,,0,,19.4,24.0,20.9,28.1,27.3,21.7,30.2,25.2,18.5,35.3,19.4,19.833402586343574,21.284630046272348,23.012791067077,34.28172032077575,23.83034656380072,25.65111854395812,29.844393559267687,23.92088701161666,20.56014743552712,29.248230746860354,19.346876757336535,-0.2889289625470344,-0.18704915328848148,-0.07442519878711007,0.5005783406338002,-0.024061235027322603,0.08216056967032159,0.30059877062818874,-0.018590280590379926,-0.23701055772129287,0.27148818958220566,-0.32476048255290024,4.598789262653151,0.0809958420470629,-0.13433484628407902,0.41546922788794205,0.20013853955679997,0.41736730669124,-0.7739259184551031,2.39358895087459,1.03130334976212,0.685760542808238,0.45795438079416706,0.0391549978847217,0.328145770571276,2.26517597138016,0.14697267360147304,0,0,0,0
OCIA domain-containing protein 2,Ociad2,Q9D8W7,OCIA domain-containing protein 2 OS=Mus musculus GN=Ociad2 PE=1 SV=1,433904,Ociad2,ENSMUSG00000029153.11,False,False,False,6,1,2,0,1,5,,0,,21.5,30.5,18.9,76.1,24.0,19.1,42.2,17.5,17.2,26.1,13.6,21.980317299298292,27.049217350471107,20.810610103720347,92.84124257690513,20.94975522092371,22.577712635465446,41.703092986791276,16.61172709140046,19.115380318436024,21.625462393570974,13.562758963906026,-0.16971405189097677,0.12966058680697312,-0.24860700339319486,1.9088395671701441,-0.23899287708493144,-0.13102693148468347,0.7542281232640207,-0.5737241890042428,-0.3711923602817828,-0.19319528386536522,-0.8662755802359632,4.6278543593994295,1.1470035062222,-0.286295841990508,1.46748069945744,0.0341813512447375,2.7767852088105,-0.7749034401509599,3.9719607328506403,0.0827497649646739,0.0206310735868506,0.457403683268383,0.00296332903676396,0.9357820825745659,6.096525083298721,0.0138818352546302,0,0,1,0
CCR4-NOT transcription complex subunit 7,Cnot7,Q60809,CCR4-NOT transcription complex subunit 7 OS=Mus musculus GN=Cnot7 PE=1 SV=1,18983,Cnot7,ENSMUSG00000031601.16,False,False,False,4,1,2,1,1,8,,0,,13.4,12.8,9.4,21.4,15.2,14.7,18.2,12.3,11.1,15.5,11.1,13.699360549330098,11.351802691345252,10.350250527776259,26.107787005857684,13.268178306585016,17.37656417493937,17.985694131744104,11.675671041384323,12.33608846131627,12.84270755173755,11.06960474259977,-0.014717120464342592,-0.2859042550849531,-0.4191599853783079,0.9156545006260681,-0.06085536869154273,0.3283171758742536,0.37802416531385363,-0.2453202049390093,-0.16594065807545233,-0.10787628460268994,-0.32222196457787433,3.7907537688411,0.42029063026543995,-0.10849194080057198,0.530011233612065,0.0012286625460529198,1.3530765738698798,-0.390503698698961,1.90771172079925,0.00395553549981728,0.207604736194535,0.704847412738833,0.0873284859596465,0.996926442557081,1.40426332897241,0.301390252207552,0,0,0,0
