Name,Symbol,Accession,Description,Entrez,Gene Symbol,Ensembl,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Chromosome,Modifications,Acetyl (K) Count,Acetyl (K) Positions,S3KO_126_Proteins,S3KO_127C_Proteins,S3KO_129N_Proteins,S3FL_127N_Proteins,S3FL_130N_Proteins,DFC_128N_Proteins,DFC_129C_Proteins,DKO_128C_Proteins,DKO_130C_Proteins,DKO_131_Proteins,S3KO_126_Proteins_norm,S3KO_127C_Proteins_norm,S3KO_129N_Proteins_norm,S3FL_127N_Proteins_norm,S3FL_130N_Proteins_norm,DFC_128N_Proteins_norm,DFC_129C_Proteins_norm,DKO_128C_Proteins_norm,DKO_130C_Proteins_norm,DKO_131_Proteins_norm,S3KO_126_Proteins_norm_log2,S3KO_127C_Proteins_norm_log2,S3KO_129N_Proteins_norm_log2,S3FL_127N_Proteins_norm_log2,S3FL_130N_Proteins_norm_log2,DFC_128N_Proteins_norm_log2,DFC_129C_Proteins_norm_log2,DKO_128C_Proteins_norm_log2,DKO_130C_Proteins_norm_log2,DKO_131_Proteins_norm_log2,A,DKOvsDFC_Log2FC,S3KOvsS3FL_Log2FC,DKOvsS3KO_Log2FC,DFCvsS3FL_Log2FC,DKOvsDFC_t,S3KOvsS3FL_t,DKOvsS3KO_t,DFCvsS3FL_t,DKOvsDFC_p_value,S3KOvsS3FL_p_value,DKOvsS3KO_p_value,DFCvsS3FL_p_value,F,F.p.value,DKOvsDFC_significant,S3KOvsS3FL_significant,DKOvsS3KO_significant,DFCvsS3FL_significant
Caveolin-3,Cav3,P51637,Caveolin-3 OS=Mus musculus GN=Cav3 PE=1 SV=1,12391,Cav3,ENSMUSG00000062694.7,False,False,False,17,4,32,2,2,6,,0,,554.0,404.3,298.5,405.6,398.7,726.3,220.1,313.7,367.3,435.4,519.4555397080609,382.77163740628146,324.9883250202445,389.43348482502694,393.8370741392996,655.5894263648223,264.9839248590838,344.76736332674574,366.4403674496863,413.01808936810687,0.3993050726265128,-0.0412112682231065,-0.27730731000701603,-0.016318264009049344,-9.62744835000251e-05,0.7350973849414668,-0.5717903594335549,-0.1920719900462018,-0.10411676029567829,0.06850976893013616,8.62155139103687,-0.157546506557868,0.0351361007117408,-0.10282182526937701,0.0898607820002315,-0.460277258081242,0.102651264370158,-0.33585441006116495,0.23965710584503602,0.657367444266937,0.920724481611678,0.745476793166251,0.816522812578991,0.0780606296094906,0.970131583061618,0,0,0,0
Acyl-CoA synthetase long-chain family member 6,Acsl6,Q8R1X1,Acyl-CoA synthetase long-chain family member 6 OS=Mus musculus GN=Acsl6 PE=1 SV=2,216739,Acsl6,ENSMUSG00000020333.17,True,False,False,10,6,12,0,5,11,,0,,101.7,98.0,105.9,111.5,113.4,115.2,101.3,96.7,111.2,112.8,95.35853499694909,92.78164844376843,115.29736555994603,107.0558026577675,112.0168653308166,103.98444433047987,121.95761739311762,106.27671034012214,110.93974642092326,107.00147101681777,-0.16544241322340802,-0.20496500626310077,0.1084831590622839,0.0014866050244082274,0.06683957169052857,-0.040508667107182816,0.18950348070515588,-0.009050913183832776,0.052899942925301424,0.0007542403698534983,6.740732579807741,-0.0596296500952098,-0.12147117516553899,0.102175843511849,0.0403343184415199,-0.5670160011185079,-1.15506463451582,1.0862662643966199,0.350120188487318,0.586000636532791,0.28085365574330395,0.308489460214011,0.735138637509419,0.9284464671219771,0.46954144507884704,0,0,0,0
Serum amyloid A-2 protein,Saa2,P05367,Serum amyloid A-2 protein OS=Mus musculus GN=Saa2 PE=1 SV=1,20209,Saa2,ENSMUSG00000057465.5,False,False,False,36,4,8,0,2,7,,0,,84.7,74.2,167.7,71.2,61.7,137.8,311.8,78.4,114.1,947.4,79.41856356186419,70.24896239313897,182.58138058926295,68.36209102451163,60.94744789163478,124.38417038836917,375.3838608408102,86.16436495000596,113.83295923226028,898.6985251891236,-0.7451149398062729,-0.9221142907024316,0.45587653657672966,-0.9613946808744247,-1.127025396159846,-0.09786021790276767,1.4957035125442388,-0.6274998706030299,-0.2257447755670885,2.755174122494889,7.056519301865309,-0.0649451552124765,0.64042580720648,1.0377607234189201,1.7431316858378703,-0.0667041868294022,0.657771662174195,1.1916770385692,1.6343531690067898,0.9484270636425329,0.5288496998100579,0.266982293933327,0.14018804908549498,1.42196160850028,0.305144977921368,0,0,0,0
"Predicted gene, 27029",Gm27029,A2A4P4,"Predicted gene, 27029 OS=Mus musculus GN=Gm27029 PE=4 SV=1",73635,Ptges3l,ENSMUSG00000097239.7,False,False,False,7,4,10,0,4,11,,0,,277.4,278.3,255.9,286.0,276.7,284.4,228.6,251.9,280.0,287.5,260.1028280054442,263.48094655000773,278.6080816505211,274.60053417149334,273.32510261937347,256.7115969408722,275.21728860875305,276.8469838125829,279.34468523254054,272.7209478487155,-0.05914296412180775,-0.0405264112985666,0.04001205774489058,0.019109382517989104,0.012392915993750364,-0.07807657829458314,0.022346050753991875,0.03086375470906333,0.04382132266961847,0.009200469325657323,8.08208123917225,0.0558271126717464,-0.0356369218143602,0.0478476214599404,-0.0436164130261663,1.0049307033677,-0.641491834179865,0.962955700085348,-0.71672123496161,0.34387466268575706,0.538848655160976,0.363309528104938,0.493601329366264,0.502338971596675,0.6910031015618741,0,0,0,0
5'-nucleotidase domain-containing protein 3,Nt5dc3,Q3UHB1,5'-nucleotidase domain-containing protein 3 OS=Mus musculus GN=Nt5dc3 PE=1 SV=1,103466,Nt5dc3,ENSMUSG00000054027.8,True,True,False,13,6,14,1,6,10,,0,,182.7,186.3,154.1,160.7,175.3,203.4,159.1,151.0,153.9,168.2,171.30781065823595,176.3798071946333,167.77454233038415,154.29477566908733,173.16187383150046,183.59753452100352,191.54449089086884,165.95432535013902,153.5398109188857,159.55361192401372,0.01686321334077956,0.058957685470165444,-0.0132038966210688,-0.13403850431396602,0.032393599302037224,0.11681896710220396,0.17795181402926463,-0.028941486654034065,-0.14111494167579686,-0.08568644997959662,7.40358390801354,-0.232633016668878,0.0716947865692568,-0.106119960166435,0.1982078430717,-3.4837623170285696,1.0736549753507,-1.7767619683618798,2.7096136860438502,0.00805728227292967,0.313781534628449,0.112876909609244,0.0262646349877588,4.46773270633937,0.0393758351487795,0,0,0,0
Putative RNA-binding protein Luc7-like 2,Luc7l2,Q7TNC4,Putative RNA-binding protein Luc7-like 2 OS=Mus musculus GN=Luc7l2 PE=1 SV=1,192196,Luc7l2,ENSMUSG00000029823.16,False,False,False,21,8,22,0,8,6,,0,,338.4,299.6,322.7,326.7,337.4,349.6,280.4,302.8,330.7,302.9,317.299196096043,283.6467538138064,351.33578721619057,313.67830249589815,333.28474746576296,315.5639039751369,337.58061122438477,332.7878789140536,329.92602645143273,287.3293047073945,-0.01030069864394001,-0.17204921148990238,0.13670597287390684,-0.026858825028178046,0.06061073035288267,-0.01821237373187934,0.07908748123165843,0.058458322642074734,0.04599802570992573,-0.1534394239165504,8.320000754490732,-0.0467652456047354,-0.0320905984156603,-0.00111304610153873,0.0135616010875363,-0.45436613123528297,-0.311788826565518,-0.0120906845692747,0.120282673981307,0.661440762666657,0.7630403133940171,0.9906444519062221,0.907176213710708,0.102703605331607,0.956214328281104,0,0,0,0
Leucine carboxyl methyltransferase 1,Lcmt1,A0A0U1RNF2,Leucine carboxyl methyltransferase 1 OS=Mus musculus GN=Lcmt1 PE=1 SV=1,,,ENSMUSG00000030763.7,False,False,False,12,3,6,0,3,7,,0,,237.0,210.4,195.1,229.6,215.8,157.5,186.4,178.8,209.1,223.1,222.22195471265422,199.19651869968246,212.41280472847467,220.44854071949254,213.16789716393495,142.16623248307795,224.4116474045126,196.5075057788401,208.61062029330083,211.63145553060323,0.12638394326954128,-0.031424979408541276,0.061253324243801366,0.11482451345725675,0.06637277280114429,-0.5180385787100272,0.14053014312312584,-0.05103299491252855,0.03519519335620025,0.05593666278002818,7.66947360324292,0.202120504868019,-0.0385278804275968,-0.0387044756270347,-0.279352860922651,1.24842704434029,-0.237973123599353,-0.267281554321814,-1.5751259776821598,0.246596967193728,0.8177849590274671,0.7959019960379901,0.153240721801044,1.02098994594008,0.432211123902091,0,0,0,0
Protoporphyrinogen oxidase,Ppox,P51175,Protoporphyrinogen oxidase OS=Mus musculus GN=Ppox PE=1 SV=1,19044,Ppox,ENSMUSG00000062729.11,True,True,False,8,3,8,1,3,1,,0,,64.3,67.0,66.8,66.8,60.8,70.8,46.2,63.8,66.9,70.3,60.290597839762306,63.43235148706618,72.72770556566944,64.13746742187327,60.05842515091401,63.90710641144076,55.62134179232018,70.11845004860177,66.74342657877487,66.68620046526851,-0.0905283632127416,-0.017242573380316983,0.18004366408421824,-0.0012940107689871638,-0.09609475326789507,-0.006485031926279028,-0.20682285013970514,0.12733270764441418,0.056164357383473806,0.05492685358381433,6.00438949326752,0.18612858057023,0.0727852911821616,0.0553837303735163,-0.0579595590145523,1.9825304401469601,0.7752654370517181,0.659544358209355,-0.563561411688236,0.0821188586364806,0.46011714519516295,0.527767753234751,0.5882424548114039,1.5184397584456102,0.281458257961187,0,0,0,0
Lysosome membrane protein 2,Scarb2,O35114,Lysosome membrane protein 2 OS=Mus musculus GN=Scarb2 PE=1 SV=3,12492,Scarb2,ENSMUSG00000029426.8,False,False,False,9,5,10,5,5,5,,0,,464.8,420.7,365.6,430.3,424.3,429.7,316.4,405.7,436.5,494.0,435.8175719427919,398.29836224789165,398.04265201809505,413.1489855034741,419.1248320975792,387.8655879236736,380.9219165171018,445.8786079109364,435.4784110857284,468.6057329991842,0.062002572676881584,-0.06787224614362053,-0.06879876351872127,-0.015059668481686828,0.005658206392297416,-0.10616501042229487,-0.1322264972699294,0.09492919089885987,0.06087940507185685,0.16665281079636074,8.70557798345448,0.22668288943514303,-0.0201887479504563,0.13237661458418198,-0.114495022801417,3.7018882160692996,-0.329696203896195,2.41696764866282,-1.7068703941563501,0.00584868869452134,0.7499566483561579,0.0415524518949682,0.12559617643838,4.81365954687073,0.0328425849397054,0,0,0,0
Integral membrane protein 2B,Itm2b,O89051,Integral membrane protein 2B OS=Mus musculus GN=Itm2b PE=1 SV=1,16432,Itm2b,ENSMUSG00000022108.7,False,False,False,14,3,8,3,3,14,,0,,128.7,136.8,119.8,116.4,128.3,118.6,121.4,127.5,127.9,129.5,120.67496021737804,129.5156072153829,130.43082525100598,111.76049712434205,126.73513070497152,107.0534296666225,146.15651284821797,140.12699657048162,127.60066157586407,122.84300085707359,-0.059953203505399344,0.04204640497503309,0.052205313213539384,-0.17066921152016779,0.010736937192788787,-0.2327485386486856,0.21643456351450663,0.15565537444035282,0.02055625443823761,-0.03426389410021713,6.9749357444529405,0.0554728991598825,0.0913989753914146,0.0358830733650679,0.07180914959660001,0.429295364788628,0.707321179822887,0.31047023830813797,0.507299572163449,0.6788488443269419,0.499120083899688,0.764006976798657,0.6254049917776271,0.33323106984488,0.801861061949552,0,0,0,0
Mitochondrial import receptor subunit TOM6 homolog,Tomm6,Q9CQN3,Mitochondrial import receptor subunit TOM6 homolog OS=Mus musculus GN=Tomm6 PE=3 SV=1,66119,Tomm6,ENSMUSG00000033475.15,True,False,False,31,2,10,2,2,17,,0,,101.9,136.9,119.3,142.0,134.0,165.6,118.8,120.2,141.2,146.4,95.54606407265598,129.61028236685613,129.88645619737073,136.3401253578743,132.3656080628697,149.47763872506482,143.02630746596617,132.10403911977954,140.86953412440974,138.874249617572,-0.46607781131286696,-0.026165984405544407,-0.023095157632597285,0.04686405421101281,0.004182161695662323,0.17958351855205734,0.11593437230701031,0.0013284176527390557,0.09401347307520158,0.07343295585732967,7.044202350205519,-0.0915006632344415,-0.19730275907033898,0.228037933312095,0.12223583747619803,-0.7227637501542759,-1.55849451818822,2.01388294255031,0.8814142142254829,0.49007443128633604,0.157099336404427,0.0782032191242519,0.40337674332222795,2.47822838892478,0.13434966567148401,0,0,0,0
Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1,Gpihbp1,Q9D1N2,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1 OS=Mus musculus GN=Gpihbp1 PE=1 SV=1,68453,Gpihbp1,ENSMUSG00000022579.10,False,False,False,28,3,8,3,3,15,,0,,81.5,65.0,62.2,72.4,71.4,63.1,66.4,62.7,67.7,78.1,76.41809835055409,61.53884845760152,67.71951027222515,69.51426109795845,70.52913743051415,56.95675726782361,79.94062976212251,68.90951125466037,67.54155425086785,74.08523835472931,0.14701712826945545,-0.16539978111793108,-0.02732568856752593,0.010411753531870183,0.03132216700932311,-0.27703021733502275,0.21203170948286587,-0.0021941036267110192,-0.031121849991285977,0.10228888234496303,6.10882532357582,0.0554902301684024,-0.0361030740759283,0.0382270900476565,-0.0533662141966742,0.390093065981235,-0.253802494869557,0.300453972523668,-0.34247389763397,0.706480521658175,0.805943603656187,0.771364174323799,0.7406728086872071,0.07228284001761,0.9732024221049309,0,0,0,0
Pre-B-cell leukemia transcription factor-interacting protein 1,Pbxip1,Q3TVI8,Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Mus musculus GN=Pbxip1 PE=1 SV=2,229534,Pbxip1,ENSMUSG00000042613.9,False,False,False,6,4,8,2,4,3,,0,,125.1,128.0,87.2,106.3,112.4,134.1,95.8,103.7,108.3,118.0,117.29943685465419,121.18419388573837,94.93796295398766,102.06306567283126,111.02906228557131,121.04439222844923,115.33602908450807,113.96995721065838,108.04653360958622,111.93416294312497,0.0744771718400461,0.12148262437682522,-0.23066191539799163,-0.12625803349701936,-0.004781558275639419,0.1198173281101127,0.05012434239533192,0.03293466090768593,-0.04406612743474447,0.006931506975398349,6.799575105052611,-0.0863708217699424,0.053952422825958,0.0101673865431522,0.150490631139053,-0.833362607151495,0.520568530286084,0.109680974263354,1.32551851595083,0.42842221943772896,0.616531699157426,0.915319176140154,0.221003894647004,0.605983106501634,0.6291588134206321,0,0,0,0
Serum paraoxonase/arylesterase 2,Pon2,Q62086,Serum paraoxonase/arylesterase 2 OS=Mus musculus GN=Pon2 PE=1 SV=2,330260,Pon2,ENSMUSG00000032667.17,False,False,False,12,3,5,3,3,6,,0,,35.6,28.6,34.4,19.6,30.6,26.3,31.7,28.4,31.8,36.4,33.380175475824856,27.077093321344666,37.45259089010522,18.818777866298145,30.22677318450607,23.73950421780921,38.164427160531375,31.212601589032765,31.725574965695678,34.528843484150414,0.1525690256625607,-0.14934963671021162,0.31864301154911523,-0.6742495738909806,0.009404461218021964,-0.3391327074801227,0.3458060238204954,0.055706098621078226,0.07922379726321971,0.20137949994682636,4.90835060803067,0.10876647377352301,0.43971002317030394,0.004815665109885179,0.335759214506666,0.434464741896697,1.75640981175747,0.021506551245681002,1.2243252498021202,0.67524221387668,0.116450781395108,0.983359613563874,0.255091127828086,1.2998001679914,0.33859446939428195,0,0,0,0
Cathepsin Z,Ctsz,Q9WUU7,Cathepsin Z OS=Mus musculus GN=Ctsz PE=1 SV=1,64138,Ctsz,ENSMUSG00000016256.10,False,False,False,16,4,10,4,4,2,,0,,154.5,169.1,130.2,163.5,155.2,135.7,117.2,122.0,150.0,150.3,144.86621098356574,160.09568114123718,141.75370156661918,156.98317250712992,153.30703262206998,122.4886206219281,141.1000272307343,134.08230260077457,149.64893851743244,142.5737685623024,0.005736018402227927,0.14994927183571072,-0.025598709073018533,0.12162480329358516,0.08743876162682618,-0.2363373904392425,-0.03226685098233606,-0.10586628751902616,0.052596928276435584,-0.017276545421176515,7.17284130711634,0.110786819156202,-0.061169588738565,-0.0668774952762279,-0.238833903170995,1.30423991252657,-0.7201201340855201,-0.880246686475819,-2.5666978466165498,0.22783234189730897,0.491615465753175,0.40397268042426504,0.0328463926866427,2.5111233408869,0.131244945292799,0,0,0,0
Translocon-associated protein subunit alpha,Ssr1,Q9CY50,Translocon-associated protein subunit alpha OS=Mus musculus GN=Ssr1 PE=1 SV=1,107513,Ssr1,ENSMUSG00000021427.9,False,False,False,12,3,10,3,3,13,,0,,122.0,117.0,128.5,117.7,112.3,131.1,151.1,123.9,108.8,117.3,114.39273618119753,110.76992722368273,139.90284678425934,113.0086813705761,110.93028198104678,118.33646399067631,181.91308971470949,136.17046960849154,108.54536340464433,111.27014672227592,-0.10360420201090292,-0.15003338817514855,0.18682567177094356,-0.12116604212505866,-0.14794639823134315,-0.05470495570798484,0.5656497096886026,0.14781422209968298,-0.17930154592811132,-0.14353307138067528,6.9414558371879895,-0.31381250872667305,0.11228558070649801,-0.0360694922646614,0.390028597168509,-1.6750287793397298,0.599343792736046,-0.21525193187320701,1.90045613674901,0.13182166019294803,0.5652537048823171,0.834868164814619,0.0932830226746147,1.41220533902814,0.307669041778909,0,0,0,0
7-methylguanosine phosphate-specific 5'-nucleotidase,Nt5c3b,Q3UFY7,7-methylguanosine phosphate-specific 5'-nucleotidase OS=Mus musculus GN=Nt5c3b PE=1 SV=3,68106,Nt5c3b; Nt5c3l,ENSMUSG00000017176.17,False,False,False,21,5,10,0,5,11,,0,,97.5,83.6,70.1,72.0,75.0,72.5,48.4,66.5,77.1,76.0,91.42042440710459,79.14842663162287,76.3205413196621,69.13020440680951,74.08522839339722,65.44159907951207,58.26997711576399,73.08584527009434,76.91955439796027,72.09318969218218,0.3221748309752721,0.11421898623441873,0.0617297184997776,-0.08102549403437642,0.018844231550749768,-0.16013368422799168,-0.32758894140218064,-0.0007496628529146676,0.07300871953603494,-0.020478704278785287,6.19226978038854,0.261121430283201,0.19713180981164,-0.14878106110171202,-0.21277068157327303,2.87212119451577,2.1682879435027598,-1.82962844752897,-2.13639428561221,0.0203984589966717,0.0614192785422902,0.10406875474557199,0.0645689270572827,6.87152764630471,0.0128142587912272,0,0,0,0
Zinc-alpha-2-glycoprotein,Azgp1,Q64726,Zinc-alpha-2-glycoprotein OS=Mus musculus GN=Azgp1 PE=1 SV=2,12007,Azgp1,ENSMUSG00000037053.6,False,False,False,18,4,9,4,4,5,,0,,69.4,70.2,65.8,60.2,73.9,87.6,76.4,78.7,70.4,71.6,65.07258927028778,66.46195633420963,71.63896745839894,57.800532017915735,72.9986450436274,79.07150454296907,91.97988123232169,86.4940755301718,70.23523514418163,67.91937344684531,-0.152687177015145,-0.12220837747360935,-0.013992593707309986,-0.3236543655360551,0.01313254838195288,0.12842073853917935,0.3465811974272679,0.25786418033431424,-0.04254216367340735,-0.09091398727718225,6.176665232320241,-0.196031624855313,0.0589648591783654,0.137765392526597,0.39276187656027506,-1.43806364374753,0.43255888077082394,1.12991846951137,2.6302114891764,0.187740118619337,0.67657088792091,0.29071473242262896,0.0297354027199573,2.90008271324095,0.10043787389674799,0,0,0,0
5'-AMP-activated protein kinase subunit beta-1,Prkab1,Q9R078,5'-AMP-activated protein kinase subunit beta-1 OS=Mus musculus GN=Prkab1 PE=1 SV=2,19079,Prkab1,ENSMUSG00000029513.14,False,False,False,17,2,5,1,2,5,Phospho [S108],0,,23.5,28.9,31.7,22.9,22.6,23.3,27.8,31.4,28.2,21.0,22.034666395558542,27.361118775764364,34.51299800047487,21.98724556827691,22.324348822543698,21.031575980036294,33.4691190871537,34.509707390691155,28.134000441277298,19.920486625471394,-0.2365533889765743,0.07579877877434082,0.4108113567486882,-0.23966156014698115,-0.21771034929717903,-0.3037714823558817,0.3665021361668588,0.41067379777028634,0.11598626413992097,-0.3820755528234834,4.69825653826841,0.0168295094567545,0.31203820357090195,-0.035157412486579005,0.260051281627568,0.0597561912559074,1.1079475976199,-0.139567198813472,0.8429073224401771,0.9537913773231981,0.299556200500272,0.8923946613628959,0.42336279305572705,0.470579275495122,0.7109584028466469,0,0,0,0
"28S ribosomal protein S6, mitochondrial",Mrps6,P58064,"28S ribosomal protein S6, mitochondrial OS=Mus musculus GN=Mrps6 PE=1 SV=3",121022,Mrps6,ENSMUSG00000039680.9,True,True,False,30,5,10,5,5,16,,0,,229.5,205.3,206.4,227.0,218.3,217.4,208.2,192.9,212.7,199.8,215.18961437364618,194.36808597454757,224.71554534063134,217.95217222702442,215.63740477704818,196.2345329639438,250.65721560954677,212.00390304663455,212.2021948177192,189.52920132234212,0.020072047851651398,-0.12674504652568075,0.0825635271245897,0.03847517902640707,0.023071048370479907,-0.11295745689079784,0.2401793618348238,-0.0014455779801814117,-9.682520614529011e-05,-0.16311625760513326,7.72939259317636,-0.11849717273583099,-0.0388096042149213,-0.0468497297473416,0.0328378387735677,-1.05996485240074,-0.34715441266356395,-0.46853881266415,0.268143589876497,0.31960664129044497,0.7372832566372809,0.651694777562621,0.795261146034245,0.4271406389407121,0.7389580468606209,0,0,0,0
Peptidyl-prolyl cis-trans isomerase FKBP7,Fkbp7,O54998,Peptidyl-prolyl cis-trans isomerase FKBP7 OS=Mus musculus GN=Fkbp7 PE=1 SV=1,14231,Fkbp7,ENSMUSG00000002732.14,False,False,False,25,5,10,1,5,2,,0,,90.6,105.0,82.4,100.5,100.7,92.3,81.5,85.0,107.1,107.5,84.95067129521718,99.40890904689475,89.71202003908927,96.4942436511716,99.47176665620134,83.31392544881331,98.11989948212326,93.41799771365442,106.84934210144677,101.97391963038928,-0.16282166697742184,0.06392813734506397,-0.08414571768958368,0.020995866340283165,0.06484008481233516,-0.19088936084647035,0.04509874107970813,-0.025746491578359176,0.16805910500930032,0.10068130250513363,6.57137510975049,0.153893281862076,-0.103931058016955,0.142011054419341,-0.11581328545969,1.5720006958713701,-1.06164280564064,1.6218483046097298,-1.0799429948444201,0.15395920242673497,0.318888168046261,0.142856330324503,0.31113404503578396,1.3089671277798,0.33594007101393103,0,0,0,0
Guanylate-binding protein 9,Gbp9,Q8BTS3,Guanylate-binding protein 9 OS=Mus musculus GN=Gbp9 PE=1 SV=1,236573,Gbp9,ENSMUSG00000029298.15,False,False,False,10,6,12,3,3,5,,0,,67.1,70.5,61.1,71.7,57.9,72.9,44.5,61.9,61.5,69.9,62.91600489965864,66.74598178862934,66.52189835422759,68.8421618884478,57.193796319702656,65.8026561778818,53.57466904238632,68.0302830408848,61.3560647921473,66.30676262478336,-0.014305374235556556,0.07094854866565203,0.06609690153384395,0.11555996556381398,-0.15187376861729618,0.050413382422608954,-0.2461814055970546,0.09844465319875795,-0.050526482926436245,0.061423579991664035,5.98966053316258,0.13433126167522,0.0590702601813895,-0.0044661085666506395,-0.0797271100604808,1.2363915864609498,0.543685600712273,-0.0459582231919482,-0.669875888957412,0.250808698085645,0.601231853481494,0.9644514553839431,0.5214888733072539,0.678394420344238,0.589038691326124,0,0,0,0
Malectin,Mlec,Q6ZQI3,Malectin OS=Mus musculus GN=Mlec PE=1 SV=2,109154,Mlec,ENSMUSG00000048578.11,False,False,False,16,5,14,5,5,5,,0,,425.7,423.5,382.9,410.2,386.7,426.6,365.7,388.2,384.1,414.8,399.1556376420966,400.9492664891422,416.8778212738747,393.85013677323974,381.98343759635605,385.0673954113083,440.27542626518374,426.6454907345958,383.2010485636387,393.4770405831207,-0.009257475270111115,-0.0027891640170203402,0.05341575694919776,-0.028562086274316556,-0.072698777139804,-0.06109789117983411,0.132197460274476,0.08682893708208006,-0.0681073542380517,-0.029929406186624874,8.65006505277865,-0.0392857256615127,0.0644201375944196,-0.0175256470015519,0.0861802162543803,-0.528443735680188,0.8665340296049909,-0.26356821837587396,1.05823209962962,0.6112966557794549,0.41101899737073494,0.798664418094499,0.320349903251188,0.41549196861580795,0.7465966126580059,0,0,0,0
Non-histone chromosomal protein HMG-14,Hmgn1,P18608,Non-histone chromosomal protein HMG-14 OS=Mus musculus GN=Hmgn1 PE=1 SV=2,15312,Hmgn1; LOC100044391; LOC102641809,ENSMUSG00000040681.14,False,False,False,49,3,8,1,3,16; 7,,0,,295.8,293.6,230.3,278.9,302.4,364.5,221.3,306.9,293.2,287.8,277.3555029704773,277.9662447254124,250.73638610439633,267.7835279035996,298.71164088217756,329.013280889409,266.4286350355077,337.2939235096534,292.5137918220746,273.0055262290794,-0.043861069771391925,-0.04068772221200945,-0.18942604892675785,-0.09453020054449723,0.06315604117982154,0.20254840087525317,-0.1018482720845224,0.23840890801625925,0.03290722854605477,-0.06666726507819298,8.1594536095973,0.0178662260993452,-0.075637867287714,0.15954123746476198,0.0660371440777023,0.148938130268837,-0.630539570512179,1.4869659871016598,0.502540111440952,0.8852275548882009,0.545638690237106,0.174709704861416,0.628603723868991,0.8598614613421759,0.49950339731814897,0,0,0,0
Tubulin polymerization-promoting protein,Tppp,Q7TQD2,Tubulin polymerization-promoting protein OS=Mus musculus GN=Tppp PE=1 SV=1,72948,Tppp,ENSMUSG00000021573.14,False,False,False,22,6,12,6,6,13,Phospho [S159],0,,80.2,71.3,79.7,82.2,74.3,85.3,66.0,88.5,81.8,73.9,75.19915935845937,67.5033830004152,86.7724271494589,78.92365003110753,73.39376626172552,76.99542622734317,79.45905970331454,97.26462114892253,81.6085544715065,70.10114102963504,-0.05869208135469073,-0.21444880955048617,0.1478280683317159,0.011049063169720874,-0.09375108344180738,-0.024635867959908353,0.020803105421130397,0.3125065215809828,0.05931177241483976,-0.15997068861149177,6.29133671053645,0.0725322497308332,-0.000419930721775152,0.11238680931926301,0.0394346288666547,0.502694032278002,-0.0029103835685497397,0.8708491445656659,0.24949377615273602,0.628500146125686,0.9977479409836121,0.408792312409843,0.8091616822536529,0.31517240822945697,0.8142387121501659,0,0,0,0
Migration and invasion enhancer 1,Mien1,Q9CQ86,Migration and invasion enhancer 1 OS=Mus musculus GN=Mien1 PE=1 SV=1,103742,Mien1,ENSMUSG00000002580.7,False,False,False,33,5,12,5,5,11,,0,,307.1,284.6,252.9,277.0,269.6,255.3,234.4,285.5,293.1,303.2,287.9508957479161,269.4454810928214,275.3418673287096,265.9592586206421,266.3117009981319,230.44469303447494,282.2000544614686,313.77456879115687,292.41402586306305,287.6138830877584,0.059385375517035044,-0.036444043117121794,-0.005213437644746577,-0.055232173224640135,-0.053321616447773224,-0.2620168905203091,0.030280831948333642,0.18329099321159958,0.08157507851340284,0.05769588176421969,8.11029362418568,0.22338868044906304,0.0601861930879295,0.101611352911352,-0.0615911344497819,2.54388232911234,0.6853820558192449,1.29369856409585,-0.640270417018208,0.034043056507409,0.5121517227782051,0.23128100167299498,0.539603383479927,2.43255880518204,0.13881037408104402,0,0,0,0
Epidermal growth factor receptor substrate 15,Eps15,H3BK65,Epidermal growth factor receptor substrate 15 OS=Mus musculus GN=Eps15 PE=1 SV=1,13858,Eps15,ENSMUSG00000028552.13,False,False,False,6,4,17,0,4,4,Phospho [S359; S360; S852],0,,35.1,29.8,22.5,29.6,27.7,24.7,19.8,20.9,30.0,38.5,32.91135278655765,28.213195139023465,24.496607413586265,28.42019514502169,27.362144353294706,22.29527582433032,23.837717910994364,22.969837084886787,29.92978770348649,36.520892146697555,0.2659189320196207,0.043703663992458175,-0.1600844349170476,0.054250064641658824,-0.0004850984065436492,-0.29592834816885016,-0.199420269220405,-0.2529257717838238,0.12891564949364298,0.41605561234929134,4.77459449101178,0.345022805380999,0.0229635705807878,0.0475024429880273,-0.274556791812184,1.8459701062413503,0.12286163164747199,0.28415010021637,-1.3409680489753701,0.10147999829145199,0.9051970861945509,0.783392126076648,0.216156200682995,1.27236193129498,0.346687030253912,0,0,0,0
